Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Loan_Status,LoanAmount_log,Total_Income,Loan_Amount_Term_Log
LP001954,1,1,1,1,0,1.0,0,1,4.90527477843843,8.448057452581375,5.886104031450156
LP001955,1,0,0,1,0,1.0,2,0,5.017279836814924,8.928110078202646,6.173786103901937
LP001963,0,1,1,1,0,1.0,0,0,4.727387818712341,8.504918160540624,5.886104031450156
LP001964,0,1,0,0,0,0.0,0,0,4.532599493153256,8.46252579007393,5.886104031450156
LP001972,0,1,0,0,0,1.0,1,1,4.653960350157523,8.439231649946526,5.886104031450156
LP001974,1,0,0,1,0,1.0,2,1,4.882801922586371,8.517193191416238,5.886104031450156
LP001977,0,1,1,1,0,1.0,0,1,4.564348191467836,8.13973227971767,5.886104031450156
LP001978,0,0,0,1,0,1.0,2,1,4.941642422609304,8.779557455883728,5.886104031450156
LP001990,0,0,0,0,0,1.0,0,0,4.986425672954842,7.600902459542082,5.886104031450156
LP001993,1,0,0,1,0,1.0,2,1,4.90527477843843,8.59932602095476,5.886104031450156
LP001994,1,0,0,1,0,0.0,0,0,4.6443908991413725,8.35772841676521,5.886104031450156
LP001996,0,0,0,1,0,1.0,2,0,6.173786103901937,9.915070213779195,5.886104031450156
LP001998,0,1,2,0,0,0.0,2,1,5.220355825078324,8.944680683558895,5.886104031450156
LP002002,1,0,0,1,0,1.0,1,1,4.430816798843313,7.978310969867722,5.886104031450156
LP002004,0,0,0,0,0,1.0,1,1,4.709530201312334,8.5814816812986,5.886104031450156
LP002006,1,0,0,1,0,1.0,2,1,4.02535169073515,7.826842098158293,5.886104031450156
LP002008,0,1,2,1,1,0.0,2,1,4.969813299576001,8.656259239539235,4.430816798843313
LP002031,0,1,1,0,0,1.0,0,1,4.709530201312334,8.524962928680598,5.19295685089021
LP002035,0,1,2,1,0,1.0,1,1,4.787491742782046,8.220672170297252,5.886104031450156
LP002036,0,1,0,1,0,0.0,0,1,4.477336814478207,8.340933226000878,5.886104031450156
LP002043,1,0,1,1,0,0.0,1,1,4.718498871295094,8.172164452111904,5.886104031450156
LP002050,0,1,1,1,1,1.0,2,0,5.043425116919247,9.210340371976184,5.886104031450156
LP002051,0,1,0,1,0,1.0,1,1,4.74493212836325,8.426611813185,5.886104031450156
LP002053,0,1,3,1,0,1.0,1,1,4.820281565605037,8.418697944667139,5.886104031450156
LP002054,0,1,2,0,0,1.0,2,1,4.986425672954842,8.55468163582723,5.886104031450156
LP002055,1,0,0,1,0,0.0,2,1,4.882801922586371,8.724369949208368,5.886104031450156
LP002065,0,1,3,1,0,1.0,2,1,5.703782474656201,9.615805480084347,5.886104031450156
LP002067,0,1,1,1,1,0.0,2,0,5.929589143389895,9.521421537856195,5.886104031450156
LP002068,0,0,0,1,0,0.0,2,1,4.867534450455582,8.50045386741194,5.886104031450156
LP002082,0,1,0,1,1,1.0,1,1,5.214935757608986,8.984443032465352,5.886104031450156
LP002086,1,1,0,1,0,1.0,0,0,4.700480365792417,8.822322177471738,5.886104031450156
LP002087,1,0,0,1,0,1.0,0,1,4.204692619390966,7.824046010856292,5.886104031450156
LP002097,0,0,1,1,0,1.0,0,1,4.762173934797756,8.728587995695898,5.886104031450156
LP002098,0,0,0,1,0,1.0,1,1,4.584967478670572,7.984462732262196,5.886104031450156
LP002100,0,0,0,1,0,1.0,0,1,4.2626798770413155,7.949091499830517,5.886104031450156
LP002101,0,1,0,1,0,1.0,0,1,6.194405391104672,11.05622495553552,5.19295685089021
LP002106,0,1,0,1,1,1.0,1,1,4.248495242049359,9.209640126861789,5.834810737062605
LP002110,0,1,1,1,0,1.0,2,1,5.075173815233827,8.689127655323706,5.886104031450156
LP002112,0,1,2,1,1,1.0,2,1,5.170483995038151,8.867850063029406,5.886104031450156
LP002113,1,0,3,0,0,0.0,0,0,4.986425672954842,7.512071245835466,5.886104031450156
LP002114,1,0,0,1,0,1.0,1,1,4.2626798770413155,8.333270353255308,5.886104031450156
LP002115,0,1,3,0,0,1.0,2,0,5.153291594497779,8.350902451694811,5.886104031450156
LP002116,1,0,0,1,0,1.0,2,0,3.828641396489095,7.774015077250727,5.886104031450156
LP002119,0,1,1,0,0,1.0,0,1,5.062595033026967,8.662677858158219,5.886104031450156
LP002126,0,1,3,0,0,1.0,1,1,4.30406509320417,8.062432791583195,5.886104031450156
LP002128,0,1,2,1,0,1.0,2,1,4.8283137373023015,8.499640032168648,5.886104031450156
LP002129,0,1,0,1,0,1.0,1,1,5.075173815233827,8.508555998020574,5.886104031450156
LP002130,0,1,0,0,0,0.0,2,0,5.0238805208462765,8.817742129574842,5.886104031450156
LP002131,0,1,2,0,0,1.0,0,1,4.836281906951478,8.566173813637858,5.886104031450156
LP002137,0,1,0,1,0,0.0,1,1,5.556828061699537,9.29798488182823,5.886104031450156
LP002138,0,1,0,1,0,1.0,2,1,5.231108616854587,9.090993614343617,5.886104031450156
LP002139,0,1,0,1,0,1.0,1,1,5.429345628954441,9.114159813502214,5.886104031450156
LP002140,0,0,0,1,0,1.0,2,0,5.730099782973574,9.466299552232016,5.886104031450156
LP002141,0,1,3,1,0,1.0,2,1,4.553876891600541,8.465689348549121,5.886104031450156
LP002142,1,1,0,1,1,0.0,2,0,4.653960350157523,8.612503371220562,5.886104031450156
LP002143,1,1,0,1,0,1.0,1,1,4.867534450455582,7.982074875081202,5.886104031450156
LP002144,1,0,0,1,0,1.0,0,1,4.7535901911063645,8.246171559857563,5.19295685089021
LP002149,0,1,2,1,0,1.0,2,1,5.10594547390058,9.350102314351341,5.886104031450156
LP002151,0,1,1,1,0,1.0,0,0,4.204692619390966,8.262300941787448,5.886104031450156
LP002158,0,1,0,0,0,0.0,0,0,4.605170185988092,8.448057452581375,6.173786103901937
LP002160,0,1,3,1,0,1.0,1,1,5.298317366548036,9.0280988119824,5.886104031450156
LP002161,1,0,1,1,0,1.0,1,0,4.394449154672439,8.460199469896118,5.886104031450156
LP002170,0,1,2,1,0,1.0,1,1,5.4638318050256105,9.067277989134345,5.886104031450156
LP002175,0,1,0,1,0,1.0,0,1,4.867534450455582,8.865452825753623,5.886104031450156
LP002178,0,1,0,1,0,0.0,0,1,4.553876891600541,8.707152175339404,5.703782474656201
LP002180,0,0,0,1,1,1.0,2,1,4.948759890378168,8.82790796297859,5.886104031450156
LP002181,0,0,0,0,0,1.0,2,0,4.890349128221754,8.734881892047483,5.886104031450156
LP002187,0,0,0,1,0,1.0,1,0,4.564348191467836,7.824046010856292,6.173786103901937
LP002188,0,0,0,1,0,0.0,2,0,4.820281565605037,8.541690663016626,5.834810737062605
LP002190,0,1,1,1,0,1.0,1,1,5.1647859739235145,8.752265313595721,5.886104031450156
LP002191,0,1,0,1,0,1.0,2,0,6.345636360828596,10.126471091048971,5.886104031450156
LP002194,1,0,0,1,1,1.0,1,1,4.007333185232471,9.665166909622071,5.886104031450156
LP002197,0,1,2,1,0,1.0,1,1,5.043425116919247,8.553525120663627,5.886104031450156
LP002201,0,1,2,1,1,1.0,2,1,5.940171252720432,9.752432077616172,5.703782474656201
LP002205,0,0,1,1,0,0.0,0,0,4.709530201312334,8.526945482858915,5.19295685089021
LP002209,1,0,0,1,0,1.0,0,1,4.700480365792417,8.348301054933943,5.886104031450156
LP002211,0,1,0,1,0,1.0,0,1,4.787491742782046,8.655214489313613,5.19295685089021
LP002219,0,1,3,1,0,1.0,2,1,4.867534450455582,9.52850315168155,5.886104031450156
LP002223,0,1,0,1,0,0.0,1,1,4.867534450455582,8.368693183097793,5.886104031450156
LP002224,0,0,0,1,0,1.0,0,0,4.2626798770413155,8.029107054619736,6.173786103901937
LP002225,0,1,2,1,0,1.0,0,1,4.867534450455582,8.592486175451668,5.886104031450156
LP002226,0,1,0,1,0,1.0,1,1,4.852030263919617,8.671286726753637,5.886104031450156
LP002229,0,0,0,1,0,1.0,1,1,5.69035945432406,9.227492430793749,5.886104031450156
LP002231,1,0,0,1,0,1.0,0,1,5.049856007249537,8.699514748210191,5.886104031450156
LP002234,0,0,0,1,1,1.0,0,1,4.852030263919617,8.877242435993919,5.886104031450156
LP002236,0,1,2,1,0,1.0,0,0,4.605170185988092,8.42639282708974,5.886104031450156
LP002237,0,0,1,1,0,1.0,0,1,4.727387818712341,8.207129168071326,5.19295685089021
LP002239,0,0,0,0,0,1.0,1,1,4.882801922586371,8.28045768658256,5.886104031450156
LP002243,0,1,0,0,0,0.0,0,0,4.986425672954842,8.72355674269043,5.886104031450156
LP002244,0,1,0,1,0,1.0,0,1,4.912654885736052,8.465899897028686,5.886104031450156
LP002250,0,1,0,1,0,1.0,2,1,4.8283137373023015,8.610319169405722,5.886104031450156
LP002255,0,0,3,1,0,1.0,2,1,5.220355825078324,9.123365357961776,5.886104031450156
LP002262,0,1,3,1,0,1.0,2,1,5.616771097666572,9.159468041602427,5.886104031450156
LP002263,0,1,0,1,0,0.0,0,1,4.787491742782046,8.454892165218858,5.886104031450156
LP002265,0,1,2,0,0,1.0,1,1,4.727387818712341,8.193676665955241,5.19295685089021
LP002266,0,1,2,1,0,1.0,0,1,4.727387818712341,8.411832675758411,5.886104031450156
LP002272,0,1,2,1,0,0.0,1,1,4.90527477843843,8.23217423638394,5.886104031450156
LP002277,1,0,0,1,0,0.0,0,0,4.2626798770413155,8.064636475774222,5.886104031450156
LP002281,0,1,0,1,0,1.0,0,1,4.553876891600541,8.410053315858335,5.886104031450156
LP002284,0,0,0,0,0,1.0,2,1,4.6913478822291435,8.624791202014256,5.886104031450156
LP002287,1,0,0,1,0,0.0,1,0,4.634728988229636,8.101677747454572,5.886104031450156
LP002288,0,1,2,0,0,0.0,0,0,3.8066624897703196,7.968665700466235,5.19295685089021
LP002296,0,0,0,0,0,1.0,2,0,4.174387269895637,7.9211727215870145,5.703782474656201
LP002297,0,0,0,1,0,1.0,1,1,4.634728988229636,10.021270588192511,5.886104031450156
LP002300,1,0,0,0,0,1.0,1,1,3.970291913552122,7.5822291942764615,5.886104031450156
LP002301,1,0,0,1,1,1.0,2,0,5.267858159063328,8.914760527397261,5.886104031450156
LP002305,1,0,0,1,0,1.0,1,1,4.74493212836325,8.42222295382501,5.886104031450156
LP002308,0,1,0,0,0,1.0,0,1,4.74493212836325,8.426611813185,5.886104031450156
LP002314,1,0,0,0,0,1.0,2,1,4.189654742026425,7.70210434005105,5.886104031450156
LP002315,0,1,1,1,0,0.0,1,0,5.0238805208462765,9.02401079378469,5.703782474656201
LP002317,0,1,3,1,0,0.0,2,0,5.886104031450156,11.302204433654575,5.886104031450156
LP002318,1,0,1,0,1,1.0,1,0,4.127134385045092,8.260234291607297,5.886104031450156
LP002319,0,1,0,1,0,0.0,0,1,5.075173815233827,8.741296282225147,5.886104031450156
LP002328,0,1,0,0,0,0.0,2,0,5.384495062789089,8.715388097366482,5.886104031450156
LP002332,0,1,0,0,0,1.0,2,1,4.700480365792417,8.363109176033522,5.886104031450156
LP002335,1,1,0,0,0,0.0,1,0,5.181783550292085,8.591558273371545,5.886104031450156
LP002337,1,0,0,1,0,1.0,0,1,4.0943445622221,8.00469951054955,5.886104031450156
LP002341,1,0,1,1,0,1.0,0,0,5.075173815233827,7.8632667240095735,5.886104031450156
LP002342,0,1,2,1,1,1.0,0,0,5.476463551931511,9.980448593672257,5.886104031450156
LP002345,0,1,0,1,0,1.0,2,1,4.718498871295094,8.242229891372231,5.886104031450156
LP002347,0,1,0,1,0,1.0,1,1,4.927253685157205,8.44741429680832,5.886104031450156
LP002348,0,1,0,1,0,1.0,2,1,4.927253685157205,8.67060073804555,5.886104031450156
LP002357,1,0,0,0,0,0.0,0,0,4.382026634673881,7.908387159290043,5.834810737062605
LP002361,0,1,0,1,0,1.0,0,1,4.605170185988092,8.171599480345463,5.886104031450156
LP002362,0,1,1,1,0,0.0,0,0,4.700480365792417,9.095714846134879,5.834810737062605
LP002364,0,1,0,1,0,1.0,1,1,4.564348191467836,9.607773308387083,5.886104031450156
LP002366,0,1,0,1,0,1.0,2,1,4.795790545596741,8.848796450925947,5.886104031450156
LP002367,1,0,1,0,0,1.0,2,0,4.394449154672439,8.43511508038063,5.886104031450156
LP002368,0,1,2,1,0,1.0,1,1,4.890349128221754,8.688622307043769,5.886104031450156
LP002369,0,1,0,1,0,1.0,2,1,4.465908118654584,7.984844261119869,5.886104031450156
LP002370,0,0,0,0,0,1.0,0,1,4.0943445622221,7.907283609426348,5.19295685089021
LP002377,1,0,1,1,1,1.0,1,1,5.0106352940962555,9.06230429314878,5.886104031450156
LP002379,0,0,0,1,0,0.0,2,0,4.653960350157523,8.779557455883728,5.886104031450156
LP002386,0,0,0,1,0,1.0,1,1,6.003887067106539,9.463120392418698,5.886104031450156
LP002387,0,1,0,1,0,1.0,1,1,4.962844630259907,8.469052816088302,5.886104031450156
LP002390,0,0,0,1,0,1.0,0,1,4.605170185988092,8.229511118964457,5.886104031450156
LP002393,1,0,0,1,0,1.0,1,1,4.986425672954842,9.215029361462314,5.480638923341991
LP002398,0,0,0,1,0,1.0,1,1,3.912023005428146,8.236685322712457,5.886104031450156
LP002401,0,1,0,1,0,1.0,0,1,4.986425672954842,8.11312710422178,5.886104031450156
LP002403,0,0,0,1,1,0.0,0,0,5.231108616854587,9.251098364448351,5.886104031450156
LP002407,1,1,0,0,1,1.0,2,1,4.927253685157205,8.873748128154395,5.886104031450156
LP002408,0,0,0,1,0,1.0,1,1,5.231108616854587,9.07383312732152,5.886104031450156
LP002409,0,1,0,1,0,1.0,2,1,5.19295685089021,9.1833801903934,5.886104031450156
LP002418,0,0,3,0,0,1.0,1,1,4.997212273764115,8.809862805379057,5.886104031450156
LP002422,0,0,1,1,0,1.0,1,1,5.0238805208462765,10.537919225261291,5.886104031450156
LP002424,0,1,0,1,0,0.0,2,1,5.1647859739235145,9.659248037927183,5.703782474656201
LP002429,0,1,1,1,1,1.0,2,1,4.867534450455582,8.450198322591959,5.886104031450156
LP002434,0,1,2,0,0,1.0,2,1,4.700480365792417,8.445052513638554,5.886104031450156
LP002435,0,1,0,1,0,1.0,2,0,4.007333185232471,8.500047032581268,5.886104031450156
LP002443,0,1,2,1,0,0.0,2,0,5.0106352940962555,8.527143522269405,5.886104031450156
LP002444,0,0,1,0,1,0.0,1,0,5.247024072160486,8.368925174747135,5.886104031450156
LP002446,0,1,2,0,0,0.0,2,0,4.8283137373023015,8.1786387885907,5.886104031450156
LP002447,0,1,2,0,0,0.0,0,1,4.0943445622221,8.135639903354386,5.703782474656201
LP002448,0,1,0,1,0,0.0,2,0,5.003946305945459,8.644882552557126,5.886104031450156
LP002449,0,1,0,1,0,0.0,2,1,4.499809670330265,8.506940814951886,5.19295685089021
LP002453,0,0,0,1,1,1.0,1,1,4.430816798843313,8.865735152124781,5.886104031450156
LP002455,0,1,2,1,0,1.0,1,1,4.564348191467836,8.258163361537619,5.886104031450156
LP002459,0,1,0,1,0,1.0,0,1,4.770684624465665,8.366602832783736,5.886104031450156
LP002467,0,1,0,1,0,1.0,0,0,5.153291594497779,8.744647438317532,5.886104031450156
LP002472,0,0,2,1,0,1.0,2,1,4.912654885736052,8.378850241794492,5.886104031450156
LP002473,0,1,0,1,0,1.0,1,0,5.075173815233827,9.0280988119824,5.886104031450156
LP002484,0,1,3,1,0,1.0,0,1,4.852030263919617,8.954156966583772,5.19295685089021
LP002487,0,1,0,1,0,1.0,2,1,5.030437921392435,8.556990661290303,5.886104031450156
LP002489,1,0,1,0,0,1.0,1,1,4.882801922586371,8.55468163582723,5.886104031450156
LP002493,0,0,0,1,0,0.0,1,0,4.584967478670572,8.334711621820917,5.886104031450156
LP002494,0,0,0,1,0,1.0,2,1,4.941642422609304,8.699514748210191,5.886104031450156
LP002500,0,1,3,0,0,0.0,0,0,4.248495242049359,8.436200032206706,5.19295685089021
LP002502,1,1,2,0,0,1.0,1,1,4.584967478670572,8.047829357457841,5.886104031450156
LP002505,0,1,0,1,0,1.0,0,0,4.700480365792417,8.822322177471738,5.886104031450156
LP002515,0,1,1,1,1,1.0,1,1,5.087596335232384,8.617762246337932,5.886104031450156
LP002517,0,1,1,0,0,0.0,2,0,4.727387818712341,8.331586243630754,5.19295685089021
LP002519,0,1,3,1,0,1.0,1,1,4.605170185988092,8.453401058328458,5.886104031450156
LP002522,1,0,0,1,1,0.0,0,1,4.532599493153256,7.824046010856292,5.886104031450156
LP002524,0,0,2,1,0,1.0,2,1,5.087596335232384,9.228180290104513,5.886104031450156
LP002527,0,1,2,1,1,1.0,2,1,5.0106352940962555,9.772182251758139,5.886104031450156
LP002529,0,1,2,1,0,1.0,1,1,5.438079308923196,9.041921720351219,5.703782474656201
LP002531,0,1,1,1,1,1.0,1,1,4.454347296253507,9.847816267665664,5.886104031450156
LP002533,0,1,2,1,0,1.0,0,0,4.986425672954842,8.422882511944996,5.886104031450156
LP002534,1,0,0,0,0,1.0,2,1,5.0369526024136295,8.37793112408273,5.886104031450156
LP002536,0,1,3,0,0,1.0,2,1,4.727387818712341,8.037543185118697,5.886104031450156
LP002537,0,1,0,1,0,1.0,1,1,4.852030263919617,8.562740006372207,5.886104031450156
LP002541,0,1,0,1,0,1.0,1,1,5.455321115357702,9.290352309945568,5.886104031450156
LP002543,0,1,2,1,0,1.0,1,1,5.5053315359323625,9.027978814382207,5.886104031450156
LP002544,0,1,1,0,0,1.0,2,1,4.875197323201151,8.387995252944556,5.886104031450156
LP002545,0,0,2,1,0,0.0,2,0,4.382026634673881,8.173857454773621,5.886104031450156
LP002547,0,1,1,1,0,1.0,0,0,6.214608098422191,9.816457993563025,5.886104031450156
LP002555,0,1,2,1,1,1.0,1,1,5.075173815233827,8.804775258867686,5.886104031450156
LP002556,0,0,0,1,0,1.0,0,0,4.31748811353631,7.79770203551669,5.886104031450156
LP002560,0,0,0,0,0,0.0,1,1,4.564348191467836,8.609590040682205,5.886104031450156
LP002562,0,1,1,0,0,0.0,0,1,5.225746673713202,8.774003600200931,5.886104031450156
LP002571,0,0,0,0,0,1.0,2,1,4.700480365792417,8.213652703029998,5.886104031450156
LP002582,1,0,0,0,1,1.0,1,1,5.41610040220442,9.756320761816548,5.886104031450156
LP002585,0,1,0,1,0,0.0,2,0,4.77912349311153,8.657650544111494,5.886104031450156
LP002586,1,1,1,1,0,1.0,1,1,4.653960350157523,8.352082671352637,4.430816798843313
LP002587,0,1,0,0,0,1.0,2,1,4.672828834461906,8.366370301681654,5.886104031450156
LP002588,0,1,0,1,0,0.0,0,1,4.709530201312334,8.920255414908091,2.4849066497880004
LP002600,0,1,1,1,1,1.0,1,1,4.553876891600541,7.970740390007095,5.886104031450156
LP002602,0,0,0,1,0,0.0,2,0,5.342334251964811,9.277905558138606,5.886104031450156
LP002603,1,0,0,1,0,1.0,2,1,4.727387818712341,8.372860820526318,6.173786103901937
LP002606,1,0,0,1,0,1.0,1,1,4.605170185988092,8.058010800802085,5.886104031450156
LP002615,0,1,2,1,0,1.0,1,1,5.337538079701318,9.258082367961604,5.886104031450156
LP002618,0,1,1,0,0,0.0,2,0,4.927253685157205,9.143345503151904,5.886104031450156
LP002619,0,1,0,0,0,1.0,1,1,4.820281565605037,8.574895901544526,5.703782474656201
LP002622,0,1,2,1,0,1.0,2,1,5.493061443340548,8.97790377375038,5.886104031450156
LP002624,0,1,0,1,0,0.0,0,1,6.173786103901937,10.221941283654663,5.886104031450156
LP002626,0,1,0,1,1,1.0,0,1,5.236441962829949,8.61104776688786,5.886104031450156
LP002634,1,0,1,1,0,1.0,0,1,3.6888794541139363,9.492658081928813,5.886104031450156
LP002637,0,0,0,0,0,1.0,2,0,4.605170185988092,8.493924564476883,5.886104031450156
LP002640,0,1,1,1,0,1.0,1,1,5.521460917862246,8.995784837848506,5.886104031450156
LP002643,0,1,2,1,0,1.0,0,1,4.997212273764115,8.578852571802965,5.886104031450156
LP002648,0,1,0,1,0,1.0,1,0,4.248495242049359,9.082052351674651,5.19295685089021
LP002652,0,0,0,1,0,1.0,2,0,5.739792912179234,9.15704507491796,5.886104031450156
LP002659,0,1,3,1,0,1.0,2,1,5.0106352940962555,8.83840674707681,5.886104031450156
LP002670,1,1,2,1,0,1.0,1,1,4.727387818712341,8.206037762778815,6.173786103901937
LP002682,0,1,0,0,0,0.0,1,0,4.812184355372417,8.491670234185152,5.886104031450156
LP002683,0,0,0,1,0,1.0,1,0,5.220355825078324,8.794521851788527,5.886104031450156
LP002684,1,0,0,0,0,1.0,2,0,4.553876891600541,8.131530710604252,5.886104031450156
LP002689,0,1,2,0,0,1.0,1,1,3.8066624897703196,8.277411998949004,5.886104031450156
LP002690,0,0,0,1,0,1.0,1,1,4.007333185232471,7.824046010856292,5.886104031450156
LP002692,0,1,3,1,1,1.0,2,1,4.605170185988092,8.867990898182093,5.886104031450156
LP002693,0,1,2,1,1,1.0,2,1,6.173786103901937,9.623376745580666,5.886104031450156
LP002697,0,0,0,1,0,1.0,1,0,4.986425672954842,8.819813136232225,5.886104031450156
LP002699,0,1,2,1,1,1.0,2,1,5.991464547107982,9.769956159911606,5.886104031450156
LP002705,0,1,0,1,0,1.0,1,1,4.700480365792417,8.236155661683124,5.886104031450156
LP002706,0,1,1,0,0,0.0,1,1,5.081404364984463,8.812099108957337,5.886104031450156
LP002714,0,0,1,0,0,1.0,1,1,4.543294782270004,8.289288323000317,5.886104031450156
LP002716,0,0,0,0,0,1.0,1,1,4.867534450455582,8.82217476094608,5.886104031450156
LP002717,0,1,0,1,0,0.0,2,1,5.375278407684165,8.783396232190894,5.886104031450156
LP002720,0,1,3,1,0,1.0,0,1,4.605170185988092,8.361941906144946,5.886104031450156
LP002723,0,0,2,1,0,0.0,2,0,4.700480365792417,8.185350223178686,5.886104031450156
LP002729,0,0,1,1,0,0.0,1,0,5.278114659230517,9.328123407632566,5.886104031450156
LP002731,1,0,0,0,1,1.0,0,1,4.8283137373023015,9.807251944655302,5.886104031450156
LP002732,0,0,0,0,0,1.0,2,1,4.836281906951478,8.432070937999402,5.886104031450156
LP002734,0,1,0,1,0,1.0,0,1,5.780743515792329,9.214232786691527,5.886104031450156
LP002738,0,0,2,1,0,1.0,1,1,4.672828834461906,8.193400231952097,5.886104031450156
LP002739,0,1,0,0,0,1.0,2,0,4.189654742026425,8.146998697389993,5.886104031450156
LP002740,0,1,3,1,0,1.0,2,1,5.056245805348308,8.766705997750515,5.19295685089021
LP002741,1,1,1,1,0,1.0,1,1,4.941642422609304,8.916371914881694,5.19295685089021
LP002743,1,0,0,1,0,0.0,1,0,4.59511985013459,7.6676260915849905,5.886104031450156
LP002753,1,0,1,1,0,1.0,1,1,4.553876891600541,8.20303024171486,5.886104031450156
LP002755,0,1,1,0,0,1.0,0,1,4.852030263919617,8.46863300080086,5.886104031450156
LP002757,1,1,0,0,0,0.0,1,1,4.624972813284271,8.210668031162976,5.886104031450156
LP002767,0,1,0,1,0,1.0,2,1,5.043425116919247,8.45914025996762,5.886104031450156
LP002768,0,0,0,0,0,1.0,1,0,4.382026634673881,8.119100837637486,3.58351893845611
LP002772,0,0,0,1,0,1.0,2,1,4.976733742420574,8.368461137615839,5.886104031450156
LP002776,1,0,0,1,0,0.0,1,0,4.634728988229636,8.517193191416238,5.886104031450156
LP002777,0,1,0,1,0,1.0,2,1,4.700480365792417,8.476579508530941,5.886104031450156
LP002778,0,1,2,1,1,0.0,2,0,4.986425672954842,8.799812469525556,5.886104031450156
LP002784,0,1,1,0,0,1.0,2,1,4.986425672954842,8.490233009833455,5.886104031450156
LP002785,0,1,1,1,0,1.0,0,1,5.062595033026967,8.792245847467877,5.886104031450156
LP002788,0,1,0,0,0,0.0,0,0,5.198497031265826,8.473659189392508,5.886104031450156
LP002789,0,1,0,1,0,0.0,2,0,4.882801922586371,8.969414650866176,5.19295685089021
LP002792,0,1,1,1,0,1.0,1,1,3.258096538021482,8.779557455883728,5.886104031450156
LP002794,1,0,0,1,0,0.0,0,1,4.430816798843313,8.36450810375059,5.886104031450156
LP002795,0,1,3,1,1,1.0,1,1,5.560681631015528,9.22414465295258,5.886104031450156
LP002798,0,1,0,1,0,1.0,1,1,5.087596335232384,8.78813593986372,5.886104031450156
LP002804,1,1,0,1,0,1.0,1,1,5.204006687076795,8.777401286867264,5.886104031450156
LP002807,0,1,2,0,0,1.0,1,1,4.68213122712422,8.27308133366583,5.886104031450156
LP002813,1,1,1,1,1,1.0,1,1,6.396929655216146,9.877348894926433,5.886104031450156
LP002820,0,1,0,1,0,1.0,2,1,5.351858133476067,8.984317679911129,5.886104031450156
LP002821,0,0,0,0,1,1.0,1,1,4.882801922586371,8.66561319653451,5.886104031450156
LP002832,0,1,2,1,0,0.0,0,0,5.552959584921617,9.08239335764556,5.886104031450156
LP002833,0,1,0,0,0,0.0,2,1,4.787491742782046,8.404472321352118,5.886104031450156
LP002836,0,0,0,1,0,1.0,0,1,4.248495242049359,8.11162807830774,5.886104031450156
LP002837,0,1,3,1,0,0.0,2,0,4.812184355372417,8.68270762989381,5.886104031450156
LP002840,1,0,0,1,0,1.0,0,0,2.1972245773362196,7.774015077250727,5.886104031450156
LP002841,0,1,0,1,0,0.0,0,0,4.6443908991413725,8.56216655705897,5.886104031450156
LP002842,0,1,1,1,0,1.0,0,1,5.225746673713202,8.550047528287184,5.886104031450156
LP002847,0,1,0,1,0,0.0,0,0,5.10594547390058,8.789812386190972,5.886104031450156
LP002855,0,1,2,1,0,1.0,0,1,5.616771097666572,9.721125994942152,5.886104031450156
LP002862,0,1,2,0,0,1.0,1,0,5.231108616854587,8.955448122347393,6.173786103901937
LP002863,0,1,3,1,0,1.0,1,0,5.0106352940962555,8.764990330169104,5.886104031450156
LP002868,0,1,2,1,0,1.0,0,1,4.68213122712422,8.194229304819817,4.430816798843313
LP002874,0,0,0,1,0,1.0,0,1,4.700480365792417,8.694167141883597,5.886104031450156
LP002877,0,1,1,1,0,1.0,2,1,4.672828834461906,8.297543529356284,5.886104031450156
LP002888,0,0,0,1,0,1.0,0,1,5.081404364984463,8.715880102296456,5.886104031450156
LP002892,0,1,2,1,0,1.0,1,1,5.3230099791384085,8.785692444451245,5.886104031450156
LP002893,0,0,0,1,0,1.0,0,0,4.499809670330265,10.482149379105689,5.886104031450156
LP002894,1,1,0,1,0,1.0,1,1,3.58351893845611,8.060224240440958,5.886104031450156
LP002898,0,1,1,1,0,0.0,2,0,4.110873864173311,7.539027055823995,5.886104031450156
LP002911,0,1,1,1,0,0.0,2,0,4.983606621708336,8.456168489578463,5.886104031450156
LP002912,0,1,1,1,0,1.0,2,0,5.147494476813453,8.893298144217916,4.430816798843313
LP002916,0,1,0,1,0,1.0,0,1,4.6443908991413725,8.247743887225516,5.886104031450156
LP002917,1,0,0,0,0,1.0,1,1,4.248495242049359,7.68017564043659,5.886104031450156
LP002926,0,1,2,1,1,0.0,1,0,4.663439094112067,7.9105906122564775,5.886104031450156
LP002928,0,1,0,1,0,1.0,1,1,4.02535169073515,8.766550149546351,5.19295685089021
LP002931,0,1,2,1,1,1.0,1,0,5.3230099791384085,8.699514748210191,5.480638923341991
LP002936,0,1,0,1,0,1.0,2,1,4.955827057601261,8.876125585396185,5.19295685089021
LP002938,0,1,0,1,1,1.0,0,1,5.560681631015528,9.68781601606062,5.886104031450156
LP002940,0,0,0,0,0,1.0,2,1,4.700480365792417,8.251403065380556,5.886104031450156
LP002941,0,1,2,0,1,1.0,2,0,5.231108616854587,8.906935339059165,5.886104031450156
LP002943,0,0,0,1,0,0.0,1,0,4.477336814478207,8.00202481821611,5.886104031450156
LP002945,0,1,0,1,1,1.0,2,1,5.19295685089021,9.206633510044856,5.886104031450156
LP002948,0,1,2,1,0,1.0,0,1,5.2574953720277815,8.662158961666423,5.886104031450156
LP002949,1,0,3,1,0,0.0,0,0,5.857933154483459,10.647399137646048,5.19295685089021
